## 1
## 반면 한국을 이긴 일본은 2승1패를 기록했다 .
## 반면 <한국:ORG>을 이긴 <일본:ORG>은 <2승:NOH><1패:NOH>를 기록했다 .
반면	반면	NNG	O
_	_	_	O
막강한	막강하+ㄴ	VA+ETM	O
_	_	_	O
영향력	영향력	NNG	O
을	을	JKO	O
_	_	_	O
행사해	행사하+여+오	VV+EC+VX	O
왔	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 24
## 이원희 미국으로 날아가
## <이원희:PER> <미국:LOC>으로 날아가
이원희	이원희	NNP	B-PER
_	_	_	O
미국	미국	NNP	B-LOC
으로	으로	JKB	O
_	_	_	O
날아가	날아가+아	VV+EC	O

## 25
## 이원희의 소속팀인 한국마사회 금호연 감독은 “지난달 30일 누나 결혼식을 마치고 휴가를 달라고 해 10일간 정기휴가를 줬다“고 설명했다 .
## <이원희:PER>의 소속팀인 <한국마사회:ORG> <금호연:PER> 감독은 “지난달 <30일:DAT> 누나 결혼식을 마치고 휴가를 달라고 해 <10일:DUR>간 정기휴가를 줬다“고 설명했다 .
이원희	이원희	NNP	B-PER
의	의	JKG	O
_	_	_	O
소속	소속	NNG	O
팀	팀	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
한국	한국	NNP	B-ORG
마사회	마사회	NNG	I-ORG
_	_	_	O
금호연	금호연	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
“	“	SS	O
지난달	지난달	NNG	O
_	_	_	O
30	30	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
누나	누나	NNG	O
_	_	_	O
결혼식	결혼식	NNG	O
을	을	JKO	O
_	_	_	O
마치	마치	VV	O
고	고	EC	O
_	_	_	O
휴가	휴가	NNG	O
를	를	JKO	O
_	_	_	O
달	달	VV	O
라고	라고	EC	O
_	_	_	O
해	하+여	VV+EC	O
_	_	_	O
10	10	SN	B-DUR
일	일	NNB	I-DUR
간	간	XSN	O
_	_	_	O
정기	정기	NNG	O
휴가	휴가	NNG	O
를	를	JKO	O
_	_	_	O
줬	+었	+EP	O
다	다	EF	O
“	“	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 26
## 사실 작년 일본 아시아선수권 대회에서 끝냈어야 했는데 아쉽게 기회를 놓쳤다"며 "지금 대표팀은 그 어떤 팀보다 우수하다 .
## 사실 작년 <일본 아시아선수권 대회:POH>에서 끝냈어야 했는데 아쉽게 기회를 놓쳤다"며 "지금 대표팀은 그 어떤 팀보다 우수하다 .
사실	사실	MAG	O
_	_	_	O
작년	작년	NNG	O
_	_	_	O
일본	일본	NNP	B-POH
_	_	_	I-POH
아시아	아시아	NNP	I-POH
선수권	선수권	NNG	I-POH
_	_	_	I-POH
대회	대회	NNG	I-POH
에서	에서	JKB	O
_	_	_	O
끝냈	끝내+었	VV+EP	O
어야	어야	EC	O
_	_	_	O
했	+었	+EP	O
는데	는데	EC	O
_	_	_	O
아쉽	아쉽	VA	O
게	게	EC	O
_	_	_	O
기회	기회	NNG	O
를	를	JKO	O
_	_	_	O
놓	놓치	VV	O
쳤	었	EP	O
다	다	EF	O
"	"	SS	O
며	며	EC	O
_	_	_	O
"	"	SS	O
지금	지금	MAG	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
은	은	JX	O
_	_	_	O
그	그	MM	O
_	_	_	O
어떤	어떤	MM	O
_	_	_	O
팀	팀	NNG	O
보다	보다	JKB	O
_	_	_	O
우수하	우수하	VA	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 27
## 류중탁 감독이 이끄는 4일 일본 도쿄 메트로폴리탄체육관에서 열린 베이징 올림픽 남자배구 최종예선 4차전에서 노장 후인정과 장신센터 하경민의 고군분투 활약에 힘입어 호주를 세트스코어 3-2(27-29 25-21 21-25 25-20)로 눌렀다 .
## <류중탁:PER> 감독이 이끄는 <4일:DAT> <일본:LOC> <도쿄 메트로폴리탄체육관:LOC>에서 열린 <베이징 올림픽:POH> 남자배구 최종예선 <4차:NOH>전에서 노장 <후인정:PER>과 장신센터 <하경민:PER>의 고군분투 활약에 힘입어 <호주:ORG>를 세트스코어 <3-2:NOH>(<27-29:NOH> <25-21:NOH> <21-25:NOH> <25-20:NOH>)로 눌렀다 .
류중탁	류중탁	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
이	이	JKS	O
_	_	_	O
이끄	이끌	VV	O
는	는	ETM	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
일본	일본	NNP	B-LOC
_	_	_	O
도쿄	도쿄	NNP	B-LOC
_	_	_	I-LOC
메트로폴리탄	메트로폴리탄	NNG	I-LOC
체육관	체육관	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
베이징	베이징	NNP	B-POH
_	_	_	I-POH
올림픽	올림픽	NNG	I-POH
_	_	_	O
남자	남자	NNG	O
배구	배구	NNG	O
_	_	_	O
최종	최종	NNG	O
예선	예선	NNG	O
_	_	_	O
4	4	SN	B-NOH
차	차	NNB	I-NOH
전	전	XSN	O
에서	에서	JKB	O
_	_	_	O
노장	노장	NNG	O
_	_	_	O
후인정	후인정	NNP	B-PER
과	과	JC	O
_	_	_	O
장신	장신	NNG	O
센터	센터	NNG	O
_	_	_	O
하경민	하경민	NNP	B-PER
의	의	JKG	O
_	_	_	O
고군분투	고군분투	NNG	O
_	_	_	O
활약	활약	NNG	O
에	에	JKB	O
_	_	_	O
힘입	힘입	VV	O
어	어	EC	O
_	_	_	O
호주	호주	NNP	B-ORG
를	를	JKO	O
_	_	_	O
세트스코어	세트스코어	NNG	O
_	_	_	O
3	3	SN	B-NOH
-	-	SO	I-NOH
2	2	SN	I-NOH
(	(	SS	O
27	27	SN	B-NOH
-	-	SO	I-NOH
29	29	SN	I-NOH
_	_	_	O
25	25	SN	B-NOH
-	-	SO	I-NOH
21	21	SN	I-NOH
_	_	_	O
21	21	SN	B-NOH
-	-	SO	I-NOH
25	25	SN	I-NOH
_	_	_	O
25	25	SN	B-NOH
-	-	SO	I-NOH
20	20	SN	I-NOH
)	)	SS	O
로	로	JKB	O
_	_	_	O
눌	누르	VV	O
렀	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 28
## 잠시 리시브가 흔들린 틈을 타 잇따라 공격이 블로킹에 걸리고 호주의 고공강타가 불을 뿜어 24-24로 덜미를 잡혔다 .
## 잠시 리시브가 흔들린 틈을 타 잇따라 공격이 블로킹에 걸리고 <호주:ORG>의 고공강타가 불을 뿜어 <24-24:NOH>로 덜미를 잡혔다 .
잠시	잠시	MAG	O
_	_	_	O
리시브	리시브	NNG	O
가	가	JKS	O
_	_	_	O
흔들린	흔들리+ㄴ	VV+ETM	O
_	_	_	O
틈	틈	NNG	O
을	을	JKO	O
_	_	_	O
타	타+아	VV+EC	O
_	_	_	O
잇따	잇따르	VV	O
라	아	EC	O
_	_	_	O
공격	공격	NNG	O
이	이	JKS	O
_	_	_	O
블로킹	블로킹	NNG	O
에	에	JKB	O
_	_	_	O
걸리	걸리	VV	O
고	고	EC	O
_	_	_	O
호주	호주	NNG	B-ORG
의	의	JKG	O
_	_	_	O
고공	고공	NNG	O
강타	강타	NNG	O
가	가	JKS	O
_	_	_	O
불	불	NNG	O
을	을	JKO	O
_	_	_	O
뿜	뿜	VV	O
어	어	EC	O
_	_	_	O
24	24	SN	B-NOH
-	-	SO	I-NOH
24	24	SN	I-NOH
로	로	JKB	O
_	_	_	O
덜미	덜미	NNG	O
를	를	JKO	O
_	_	_	O
잡	잡히	VV	O
혔	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 29
## 호주의 범실까지 겹치면서 한국은 2세트를 25-21로 따냈다 .
## <호주:ORG>의 범실까지 겹치면서 <한국:ORG>은 <2세트:NOH>를 <25-21:NOH>로 따냈다 .
호주	호주	NNP	B-ORG
의	의	JKG	O
_	_	_	O
범실	범실	NNG	O
까지	까지	JX	O
_	_	_	O
겹치	겹치	VV	O
면서	면서	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
2	2	SN	B-NOH
세트	세트	NNG	I-NOH
를	를	JKO	O
_	_	_	O
25	25	SN	B-NOH
-	-	SO	I-NOH
21	21	SN	I-NOH
로	로	JKB	O
_	_	_	O
따	따+아	VV+EC	O
냈	내+었	VX+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 30
## 특히 4세트 들어 노장 후인정과 주공격수 이경수의 공격이 살아나면서 다시 리드를 잡았다 .
## 특히 <4세트:NOH> 들어 노장 <후인정:PER>과 주공격수 <이경수:PER>의 공격이 살아나면서 다시 리드를 잡았다 .
특히	특히	MAG	O
_	_	_	O
4	4	SN	B-NOH
세트	세트	NNG	I-NOH
_	_	_	O
들	들	VV	O
어	어	EC	O
_	_	_	O
노장	노장	NNG	O
_	_	_	O
후인정	후인정	NNP	B-PER
과	과	JC	O
_	_	_	O
주공격수	주공격수	NNG	O
_	_	_	O
이경수	이경수	NNP	B-PER
의	의	JKG	O
_	_	_	O
공격	공격	NNG	O
이	이	JKS	O
_	_	_	O
살아나	살아나	VV	O
면서	면서	EC	O
_	_	_	O
다시	다시	MAG	O
_	_	_	O
리드	리드	NNG	O
를	를	JKO	O
_	_	_	O
잡	잡	VV	O
았	았	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 31
## 한국은 침착하게 호주의 강타를 블로킹으로 막아내면서 범실을 유도해 8-5로 앞선 채 코트를 바꿨다 .
## <한국:ORG>은 침착하게 <호주:ORG>의 강타를 블로킹으로 막아내면서 범실을 유도해 <8-5:NOH>로 앞선 채 코트를 바꿨다 .
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
침착하	침착하	VA	O
게	게	EC	O
_	_	_	O
호주	호주	NNP	B-ORG
의	의	JKG	O
_	_	_	O
강타	강타	NNG	O
를	를	JKO	O
_	_	_	O
블로킹	블로킹	NNG	O
으로	으로	JKB	O
_	_	_	O
막	막	VV	O
아	아	EC	O
내	내	VX	O
면서	면서	EC	O
_	_	_	O
범실	범실	NNG	O
을	을	JKO	O
_	_	_	O
유도해	유도하+여	VV+EC	O
_	_	_	O
8	8	SN	B-NOH
-	-	SO	I-NOH
5	5	SN	I-NOH
로	로	JKB	O
_	_	_	O
앞선	앞서+ㄴ	VV+ETM	O
_	_	_	O
채	채	NNB	O
_	_	_	O
코트	코트	NNG	O
를	를	JKO	O
_	_	_	O
바	바꾸	VV	O
꿨	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 32
## 하지만 오래 전부터 대표팀이 관심을 기울인 부분 중 하나는 바로 강병현의 포인트가드 전향이다 .
## 하지만 오래 전부터 대표팀이 관심을 기울인 부분 중 하나는 바로 <강병현:PER>의 포인트가드 전향이다 .
하지만	하지만	MAJ	O
_	_	_	O
오래	오래	MAG	O
_	_	_	O
전	전	NNG	O
부터	부터	JX	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
이	이	JKS	O
_	_	_	O
관심	관심	NNG	O
을	을	JKO	O
_	_	_	O
기울인	기울이+ㄴ	VV+ETM	O
_	_	_	O
부분	부분	NNG	O
_	_	_	O
중	중	NNB	O
_	_	_	O
하나	하나	NNG	O
는	는	JX	O
_	_	_	O
바로	바로	MAG	O
_	_	_	O
강병현	강병현	NNP	B-PER
의	의	JKG	O
_	_	_	O
포인트	포인트	NNG	O
가드	가드	NNG	O
_	_	_	O
전향	전향	NNG	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 33
## 강병현이 포인트가드 포지션에 정착하기 위해서는 우선 수비가 뒷받침되어야 함은 물론이다 .
## <강병현:PER>이 포인트가드 <포지:PER>션에 정착하기 위해서는 우선 수비가 뒷받침되어야 함은 물론이다 .
강병현	강병현	NNP	B-PER
이	이	JKS	O
_	_	_	O
포인트	포인트	NNG	O
가드	가드	NNG	O
_	_	_	O
포지션	포지션	NNG	O
에	에	JKB	O
_	_	_	O
정착하	정착하	VV	O
기	기	ETN	O
_	_	_	O
위해서	위하+여서	VV+EC	O
는	는	JX	O
_	_	_	O
우선	우선	MAG	O
_	_	_	O
수비	수비	NNG	O
가	가	JKS	O
_	_	_	O
뒷받침되	뒷받침되	VV	O
어야	어야	EC	O
_	_	_	O
함	하+ㅁ	VX+ETN	O
은	은	JX	O
_	_	_	O
물론	물론	NNG	O
이	이	VCP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 34
## ▶ KBL, 대표팀 격려 "농구 미래 위해 올림픽 진출하기를"
## ▶ <KBL:ORG>, 대표팀 격려 "농구 미래 위해 올림픽 진출하기를"
▶	▶	SW	O
_	_	_	O
KBL	KBL	SL	B-ORG
,	,	SP	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
격려	격려	NNG	O
_	_	_	O
"	"	SS	O
농구	농구	NNG	O
_	_	_	O
미래	미래	NNG	O
_	_	_	O
위해	위하+여	VV+EC	O
_	_	_	O
올림픽	올림픽	NNG	O
_	_	_	O
진출하	진출하	VV	O
기	기	ETN	O
를	를	JKO	O
"	"	SS	O

## 35
## 한국 남자농구 대표팀 소속의 하승진은 4일 고려대 화정체육관에서 열린 고려대와의 연습경기에서 처음으로 실전에 모습을 드러냈다 .
## <한국:ORG> 남자농구 대표팀 소속의 <하승진:PER>은 <4일:DAT> <고려대 화정체육관:LOC>에서 열린 <고려대:ORG>와의 연습경기에서 처음으로 실전에 모습을 드러냈다 .
한국	한국	NNP	B-ORG
_	_	_	O
남자	남자	NNG	O
농구	농구	NNG	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
소속	소속	NNG	O
의	의	JKG	O
_	_	_	O
하승진	하승진	NNP	B-PER
은	은	JX	O
_	_	_	O
4	4	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
고려대	고려대	NNP	B-LOC
_	_	_	I-LOC
화정	화정	NNP	I-LOC
체육관	체육관	NNG	I-LOC
에서	에서	JKB	O
_	_	_	O
열린	열리+ㄴ	VV+ETM	O
_	_	_	O
고려대	고려대	NNP	B-ORG
와	와	JKB	O
의	의	JKG	O
_	_	_	O
연습	연습	NNG	O
경기	경기	NNG	O
에서	에서	JKB	O
_	_	_	O
처음	처음	NNG	O
으로	으로	JKB	O
_	_	_	O
실전	실전	NNG	O
에	에	JKB	O
_	_	_	O
모습	모습	NNG	O
을	을	JKO	O
_	_	_	O
드러냈	드러내+었	VV+EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 36
## ▶ 김주성-하승진 합류, 남자농구 대표팀 본격 시동
## ▶ <김주성:PER>-<하승진:PER> 합류, 남자농구 대표팀 본격 시동
▶	▶	SW	O
_	_	_	O
김주성	김주성	NNP	B-PER
-	-	SO	O
하승진	하승진	NNP	B-PER
_	_	_	O
합류	합류	NNG	O
,	,	SP	O
_	_	_	O
남자	남자	NNG	O
농구	농구	NNG	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
본격	본격	NNG	O
_	_	_	O
시동	시동	NNG	O

## 37
## 전체 1위는 이미 물건너간 상태에서 아시아 1위를 노리는 한국은 아시아 지역에 포함된 호주가 2승2패, 일본이 2승1패를 기록하고 있어 한국은 남은 3경기를 모두 이긴 뒤 호주와 일본이 약체인 알제리와 이란 등을 상대로 고전하길 기대해야 한다 .
## 전체 <1위:NOH>는 이미 물건너간 상태에서 <아시아:LOC> <1위:NOH>를 노리는 <한국:ORG>은 <아시아:LOC> 지역에 포함된 <호주:ORG>가 <2승:NOH><2패:NOH>, <일본:ORG>이 <2승:NOH><1패:NOH>를 기록하고 있어 <한국:ORG>은 남은 <3경기:NOH>를 모두 이긴 뒤 <호주:ORG>와 <일본:ORG>이 약체인 <알제리:ORG>와 <이란:ORG> 등을 상대로 고전하길 기대해야 한다 .
전체	전체	NNG	O
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
는	는	JX	O
_	_	_	O
이미	이미	MAG	O
_	_	_	O
물	물	NNG	O
건너간	건너가+ㄴ	VV+ETM	O
_	_	_	O
상태	상태	NNG	O
에서	에서	JKB	O
_	_	_	O
아시아	아시아	NNP	B-LOC
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
를	를	JKO	O
_	_	_	O
노리	노리	VV	O
는	는	ETM	O
_	_	_	O
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
아시아	아시아	NNP	B-LOC
_	_	_	O
지역	지역	NNG	O
에	에	JKB	O
_	_	_	O
포함된	포함되+ㄴ	VV+ETM	O
_	_	_	O
호주	호주	NNG	B-ORG
가	가	JKS	O
_	_	_	O
2	2	SN	B-NOH
승	승	NNB	I-NOH
2	2	SN	B-NOH
패	패	NNB	I-NOH
,	,	SP	O
_	_	_	O
일본	일본	NNP	B-ORG
이	이	JKS	O
_	_	_	O
2	2	SN	B-NOH
승	승	NNB	I-NOH
1	1	SN	B-NOH
패	패	NNB	I-NOH
를	를	JKO	O
_	_	_	O
기록하	기록하	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
어	어	EC	O
_	_	_	O
한국	한국	NNP	B-ORG
은	은	JX	O
_	_	_	O
남	남	VV	O
은	은	ETM	O
_	_	_	O
3	3	SN	B-NOH
경기	경기	NNG	I-NOH
를	를	JKO	O
_	_	_	O
모두	모두	MAG	O
_	_	_	O
이긴	이기+ㄴ	VV+ETM	O
_	_	_	O
뒤	뒤	NNG	O
_	_	_	O
호주	호주	NNP	B-ORG
와	와	JC	O
_	_	_	O
일본	일본	NNP	B-ORG
이	이	JKS	O
_	_	_	O
약체	약체	NNG	O
인	이+ㄴ	VCP+ETM	O
_	_	_	O
알제리	알제리	NNP	B-ORG
와	와	JC	O
_	_	_	O
이란	이란	NNP	B-ORG
_	_	_	O
등	등	NNB	O
을	을	JKO	O
_	_	_	O
상대	상대	NNG	O
로	로	JKB	O
_	_	_	O
고전하	고전하	VV	O
길	기+ㄹ	ETN+JKO	O
_	_	_	O
기대해야	기대하+여야	VV+EC	O
_	_	_	O
한다	하+ㄴ다	VX+EC	O
_	_	_	O
.	.	SF	O

## 38
## 이번 조사는 지난 3월17일부터 4월20일까지 전국 16개 시도, 20세 이상 성인 남녀 4730명(신뢰도 95%)을 대상으로 실시됐다 .
## 이번 조사는 지난 <3월17일부터 4월20일:DUR>까지 전국 <16개:NOH> 시도, <20세:NOH> 이상 성인 남녀 <4730명:NOH>(신뢰도 <95%:PNT>)을 대상으로 실시됐다 .
이번	이번	NNG	O
_	_	_	O
조사	조사	NNG	O
는	는	JX	O
_	_	_	O
지난	지나+ㄴ	VV+ETM	O
_	_	_	O
3	3	SN	B-DUR
월	월	NNB	I-DUR
17	17	SN	I-DUR
일	일	NNB	I-DUR
부터	부터	JX	I-DUR
_	_	_	I-DUR
4	4	SN	I-DUR
월	월	NNB	I-DUR
20	20	SN	I-DUR
일	일	NNB	I-DUR
까지	까지	JX	O
_	_	_	O
전국	전국	NNG	O
_	_	_	O
16	16	SN	B-NOH
개	개	NNB	I-NOH
_	_	_	O
시도	시도	NNG	O
,	,	SP	O
_	_	_	O
20	20	SN	B-NOH
세	세	NNB	I-NOH
_	_	_	O
이상	이상	NNG	O
_	_	_	O
성인	성인	NNG	O
_	_	_	O
남녀	남녀	NNG	O
_	_	_	O
4730	4730	SN	B-NOH
명	명	NNB	I-NOH
(	(	SS	O
신뢰도	신뢰도	NNG	O
_	_	_	O
95	95	SN	B-PNT
%	%	SW	I-PNT
)	)	SS	O
을	을	JKO	O
_	_	_	O
대상	대상	NNG	O
으로	으로	JKB	O
_	_	_	O
실시	실시되	VV	O
됐	었	EP	O
다	다	EC	O
_	_	_	O
.	.	SF	O

## 39
## 한국남자배구의 베이징행 가능성은 얼마나 될까 ．
## <한국:ORG>남자배구의 <베이징:LOC>행 가능성은 얼마나 될까 ．
한국	한국	NNP	B-ORG
남자	남자	NNG	O
배구	배구	NNG	O
의	의	JKG	O
_	_	_	O
베이징	베이징	NNP	B-LOC
행	행	XSN	O
_	_	_	O
가능성	가능성	NNG	O
은	은	JX	O
_	_	_	O
얼마나	얼마나	MAG	O
_	_	_	O
될까	되+ㄹ까	VV+EC	O
_	_	_	O
．	．	SF	O

## 40
## 일본은 태국을 3-0(25-23 25-14 25-16)으로 제치면서 3승1패로 호주(2승2패)를 누르고 아시아 1위, 전체 2위로 나섰다 ．
## <일본:ORG>은 <태국:ORG>을 <3-0:NOH>(<25-23:NOH> <25-14:NOH> <25-16:NOH>)으로 제치면서 <3승:NOH><1패:NOH>로 <호주:ORG>(<2승:NOH><2패:NOH>)를 누르고 <아시아:LOC> <1위:NOH>, 전체 <2위:NOH>로 나섰다 ．
일본	일본	NNP	B-ORG
은	은	JX	O
_	_	_	O
태국	태국	NNP	B-ORG
을	을	JKO	O
_	_	_	O
3	3	SN	B-NOH
-	-	SO	I-NOH
0	0	SN	I-NOH
(	(	SS	O
25	25	SN	B-NOH
-	-	SO	I-NOH
23	23	SN	I-NOH
_	_	_	O
25	25	SN	B-NOH
-	-	SO	I-NOH
14	14	SN	I-NOH
_	_	_	O
25	25	SN	B-NOH
-	-	SO	I-NOH
16	16	SN	I-NOH
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
제치	제치	VV	O
면서	면서	EC	O
_	_	_	O
3	3	SN	B-NOH
승	승	NNB	I-NOH
1	1	SN	B-NOH
패	패	NNB	I-NOH
로	로	JKB	O
_	_	_	O
호주	호주	NNP	B-ORG
(	(	SS	O
2	2	SN	B-NOH
승	승	NNB	I-NOH
2	2	SN	B-NOH
패	패	NNB	I-NOH
)	)	SS	O
를	를	JKO	O
_	_	_	O
누르	누르	VV	O
고	고	EC	O
_	_	_	O
아시아	아시아	NNP	B-LOC
_	_	_	O
1	1	SN	B-NOH
위	위	NNB	I-NOH
,	,	SP	O
_	_	_	O
전체	전체	NNG	O
_	_	_	O
2	2	SN	B-NOH
위	위	NNB	I-NOH
로	로	JKB	O
_	_	_	O
나섰	나서+었	VV+EP	O
다	다	EC	O
_	_	_	O
．	．	SF	O

## 41
## 장신군단 호주의 벽을 뚫고 블로킹 3개를 포함해 21점(공격성공률 54．55%)으로 팀내 최다득점을 올렸다 ．
## 장신군단 <호주:ORG>의 벽을 뚫고 블로킹 <3개:NOH>를 포함해 <21점:NOH>(공격성공률 <54．55%:PNT>)으로 팀내 최다득점을 올렸다 ．
장신	장신	NNG	O
군단	군단	NNG	O
_	_	_	O
호주	호주	NNP	B-ORG
의	의	JKG	O
_	_	_	O
벽	벽	NNG	O
을	을	JKO	O
_	_	_	O
뚫	뚫	VV	O
고	고	EC	O
_	_	_	O
블로킹	블로킹	NNG	O
_	_	_	O
3	3	SN	B-NOH
개	개	NNB	I-NOH
를	를	JKO	O
_	_	_	O
포함해	포함하+여	VV+EC	O
_	_	_	O
21	21	SN	B-NOH
점	점	NNB	I-NOH
(	(	SS	O
공격	공격	NNG	O
성공률	성공률	NNG	O
_	_	_	O
54	54	SN	B-PNT
．	．	SF	I-PNT
55	55	SN	I-PNT
%	%	SW	I-PNT
)	)	SS	O
으로	으로	JKB	O
_	_	_	O
팀	팀	NNG	O
내	내	NNB	O
_	_	_	O
최다	최다	NNG	O
득점	득점	NNG	O
을	을	JKO	O
_	_	_	O
올	올리	VV	O
렸	었	EP	O
다	다	EC	O
_	_	_	O
．	．	SF	O

## 42
## KRA의 금호연 감독은 "지난달 30일 누나 결혼식을 마치고 휴가를 요청해 10일간 정기휴가를 줬다"고 설명했다 ．
## <KRA:ORG>의 <금호연:PER> 감독은 "지난달 <30일:DAT> 누나 결혼식을 마치고 휴가를 요청해 <10일:DUR>간 정기휴가를 줬다"고 설명했다 ．
KRA	KRA	SL	B-ORG
의	의	JKG	O
_	_	_	O
금호연	금호연	NNP	B-PER
_	_	_	O
감독	감독	NNG	O
은	은	JX	O
_	_	_	O
"	"	SS	O
지난달	지난달	NNG	O
_	_	_	O
30	30	SN	B-DAT
일	일	NNB	I-DAT
_	_	_	O
누나	누나	NNG	O
_	_	_	O
결혼식	결혼식	NNG	O
을	을	JKO	O
_	_	_	O
마치	마치	VV	O
고	고	EC	O
_	_	_	O
휴가	휴가	NNG	O
를	를	JKO	O
_	_	_	O
요청해	요청하+여	VV+EC	O
_	_	_	O
10	10	SN	B-DUR
일	일	NNB	I-DUR
간	간	XSN	O
_	_	_	O
정기	정기	NNG	O
휴가	휴가	NNG	O
를	를	JKO	O
_	_	_	O
줬	+었	+EP	O
다	다	EF	O
"	"	SS	O
고	고	JKQ	O
_	_	_	O
설명	설명하	VV	O
했	였	EP	O
다	다	EC	O
_	_	_	O
．	．	SF	O

## 43
## 두 사람이 12월에 화촉을 밝히기로 하면서 이원희의 거취는 은퇴 쪽으로 가닥이 잡히고 있다 ．
## <두 사람:NOH>이 <12월:DAT>에 화촉을 밝히기로 하면서 <이원희:PER>의 거취는 은퇴 쪽으로 가닥이 잡히고 있다 ．
두	두	MM	B-NOH
_	_	_	I-NOH
사람	사람	NNG	I-NOH
이	이	JKS	O
_	_	_	O
12	12	SN	B-DAT
월	월	NNB	I-DAT
에	에	JKB	O
_	_	_	O
화촉	화촉	NNG	O
을	을	JKO	O
_	_	_	O
밝히	밝히	VV	O
기	기	ETN	O
로	로	JKB	O
_	_	_	O
하	하	VV	O
면서	면서	EC	O
_	_	_	O
이원희	이원희	NNP	B-PER
의	의	JKG	O
_	_	_	O
거취	거취	NNG	O
는	는	JX	O
_	_	_	O
은퇴	은퇴	NNG	O
_	_	_	O
쪽	쪽	NNB	O
으로	으로	JKB	O
_	_	_	O
가닥	가닥	NNG	O
이	이	JKS	O
_	_	_	O
잡히	잡히	VV	O
고	고	EC	O
_	_	_	O
있	있	VX	O
다	다	EC	O
_	_	_	O
．	．	SF	O

## 44
## 한국 전체 선수단이 불참한 1980년 모스크바올림픽은 제외다 ．
## <한국:ORG> 전체 선수단이 불참한 <1980년:DAT> <모스크바올림픽:POH>은 제외다 ．
한국	한국	NNP	B-ORG
_	_	_	O
전체	전체	NNG	O
_	_	_	O
선수단	선수단	NNG	O
이	이	JKS	O
_	_	_	O
불참한	불참하+ㄴ	VV+ETM	O
_	_	_	O
1980	1980	SN	B-DAT
년	년	NNB	I-DAT
_	_	_	O
모스크바	모스크바	NNP	B-POH
올림픽	올림픽	NNG	I-POH
은	은	JX	O
_	_	_	O
제	제+이	XPN+VCP	O
외다	외다	EC	O
_	_	_	O
．	．	SF	O

## 45
## ◇아테네올림픽 기점 역전된 한일배구
## ◇<아테네올림픽:POH> 기점 역전된 한일배구
◇	◇	SW	O
아테네	아테네	NNP	B-POH
올림픽	올림픽	NNG	I-POH
_	_	_	O
기점	기점	NNG	O
_	_	_	O
역전된	역전되+ㄴ	VV+ETM	O
_	_	_	O
한일	한일	NNP	O
배구	배구	NNG	O

## 46
## 시니어 대표팀 경기로만 따지면 아테네올림픽 예선으로 거슬러 올라가 4연패 ．
## 시니어 대표팀 경기로만 따지면 <아테네올림픽:POH> 예선으로 거슬러 올라가 <4연패:NOH> ．
시니어	시니어	NNG	O
_	_	_	O
대표	대표	NNG	O
팀	팀	NNG	O
_	_	_	O
경기	경기	NNG	O
로	로	JKB	O
만	만	JX	O
_	_	_	O
따지	따지	VV	O
면	면	EC	O
_	_	_	O
아테네	아테네	NNP	B-POH
올림픽	올림픽	NNG	I-POH
_	_	_	O
예선	예선	NNG	O
으로	으로	JKB	O
_	_	_	O
거슬	거스르	VV	O
러	어	EC	O
_	_	_	O
올라가	올라가+아	VV+EC	O
_	_	_	O
4	4	SN	B-NOH
